title,link,address,description,price,price_weekly,date,seller,image,bed,type,lat_lon,lat,lon,sq_ft,nres
5 bedroom semi-detached house,https://www.rightmove.co.uk/properties/128176727#/?channel=STU_LET,"Marlborough Road, Beeston, Nottingham, NG9","AT SANDSTONE WE CAN OFFER VIRTUAL VIEWINGS VIA ZOOM
Impressive Victorian property split over three floors, boasting spacious lounge with door to rear garden, fully fitted kitchen, 5 double bedroom, large bathroom, shower room and separate W.C",2275.0,525.0,27/07/2022,"Sandstone UK Property Management Solutions Ltd, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76434/128176727/76434_P1782_IMG_00_0000_max_476x317.jpeg,5,house,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
4 bedroom house of multiple occupation,https://www.rightmove.co.uk/properties/128486483#/?channel=STU_LET,"Teversal Avenue, Nottingham","** AVAILABLE FROM AUGUST 2023**Cunningham Lettings are delighted to offer this great four bedroom student property located in Lenton. The property consists of a spacious kitchen fitted with all essential appliances, a communal lounge great for socialising, four double bedrooms and a brand new mod...",542.0,125.0,yesterday,"Cunningham Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/56k/55353/128484008/55353_9243863_IMG_00_0000_max_476x317.jpeg,4,occupation,"('52.9542449', '-1.1726033')",52.9542449,-1.1726033,,1694
5 bedroom terraced house,https://www.rightmove.co.uk/properties/128485895#/?channel=STU_LET,"Albert Road, Lenton","***Students 2023/2024*** Spacious FIVE bedroom student house in a sought after location ideal for students, between Nottingham City and University of Nottingham. Call to view.",2145.0,495.0,yesterday,"Tristrams Student Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/251k/250334/128483924/250334_101457002488_IMG_00_0000_max_476x317.jpeg,5,house,"('52.9471879', '-1.1752349')",52.9471879,-1.1752349,,1694
6 bedroom terraced house,https://www.rightmove.co.uk/properties/128485895#/?channel=STU_LET,"Beeston Road, Nottingham","* STUDENTS 2023/2024* This excellently located student property is on the edge of Nottingham's Queen Medical Center, ideal location for medical students. Also on bus routes into Nottingham City center. Refurbished to a high standard. Call to view!",3588.0,828.0,yesterday,"Tristrams Student Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/251k/250334/128483396/250334_101457004632_IMG_01_0000_max_476x317.jpeg,6,house,"('52.9393567', '-1.1837355')",52.9393567,-1.1837355,,1694
1 bedroom house share,https://www.rightmove.co.uk/properties/128485829#/?channel=STU_LET,"Derby Road, Canning Circus","Virtual tour available: Brand new Student Accommodation 22-23 City Lettings are excited to be offering an ideally located double bedroom with private bathroom in a large 12 bedroom house, located on the top floor with great views of the Park Estate. Available now. Viewing highly reco...",737.0,170.0,yesterday,"City Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/21k/20150/127419494/20150_102718003599_IMG_12_0000_max_476x317.jpeg,1,share,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
1 bedroom house share,https://www.rightmove.co.uk/properties/127967969#/?channel=STU_LET,"Derby Road, Canning Circus","Virtual Tour available.Brand new Student Accommodation for 2022-23. £ 175 pppw Inclusive of all bills. City Lettings are excited to be offering an ideally located double bedroom with en-suite bathroom, located in an ideally positioned 12 bedroom student house. Comprising of a la...",715.0,165.0,yesterday,"City Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/21k/20150/127967969/20150_102718003619_IMG_00_0000_max_476x317.jpeg,1,share,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
1 bedroom house share,https://www.rightmove.co.uk/properties/127967969#/?channel=STU_LET,"Derby Road, Canning Circus","Virtual Tour available.Brand new Student Accommodation for 2022-23. £ 165 pppw Inclusive of all bills. City Lettings are excited to be offering an ideally located double bedroom with en-suite bathroom, located in an ideally positioned 12 bedroom student house. Comprising of a la...",715.0,165.0,yesterday,"City Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/21k/20150/127463048/20150_102718003597_IMG_00_0001_max_476x317.jpeg,1,share,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
1 bedroom house share,https://www.rightmove.co.uk/properties/127463048#/?channel=STU_LET,"Derby Road, Canning Circus",Virtual tour available: Brand new Student Accommodation for 2022-23. £ 155 pppw Inclusive of all bills. City Lettings are excited to be offering a large double bedroom in an ideally located 12 bedroom student house. Comprising of a large very large open plan living/ kitchen/ din...,672.0,155.0,yesterday,"City Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/21k/20150/127592564/20150_102718003596_IMG_06_0000_max_476x317.jpeg,1,share,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
7 bedroom house,https://www.rightmove.co.uk/properties/127463048#/?channel=STU_LET,"Douglas Road, Lenton, Nottingham","| £140 pppw Bills Exclusive | 7 Large Double Bedrooms | Fully Modernised | 360 Virtual Tour | 2023/2024 Academic Year
",4270.0,985.0,yesterday,"Comfort Estates, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/142k/141401/128483186/141401_2459_IMG_00_0000_max_476x317.jpeg,7,house,"('52.9542796', '-1.1681428')",52.9542796,-1.1681428,,1694
1 bedroom house share,https://www.rightmove.co.uk/properties/127592564#/?channel=STU_LET,"Derby Road, Canning Circus",Virtual Tour available: Brand new Student Accommodation for 2022-23. £ 155 pppw Inclusive of all bills. City Lettings are excited to be offering an ideally located double bedroom located in an ideally located 12 bedroom student house. Comprising of a large open plan living/ kitc...,672.0,155.0,yesterday,"City Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/21k/20150/127416806/20150_102718003588_IMG_16_0000_max_476x317.jpeg,1,share,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
1 bedroom house share,https://www.rightmove.co.uk/properties/127592564#/?channel=STU_LET,"Derby Road, Canning Circus",Virtual tour available: Brand new Student Accommodation for 2022-23. £ 155 pppw Inclusive of all bills. City Lettings are excited to be offering an large double bedroom located in an ideally located 12 bedroom student house. Comprising of a very large open plan living/ kitchen/ ...,672.0,155.0,yesterday,"City Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/21k/20150/127591751/20150_102718003595_IMG_20_0000_max_476x317.jpeg,1,share,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
6 bedroom house share,https://www.rightmove.co.uk/properties/128483186#/?channel=STU_LET,"Ilkeston Road, Nottingham","**Student Accommodation 2023-24** £115 Per person per week Including Contribution Towards bills A very spacious 6 bedroom property located in a fantastic location for both NTU and UoN students. The property is double-glazed throughout as well as benefiting from central heating, a burglar ...",2990.0,690.0,yesterday,"ZEBRAlets, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/111k/110678/128483120/110678_7317403_IMG_00_0000_max_476x317.jpeg,6,share,"('52.9558406', '-1.1711738')",52.9558406,-1.1711738,,1694
