title,link,address,description,price,price_weekly,date,seller,image,bed,type,lat_lon,lat,lon,sq_ft,nres
4 bedroom terraced house,https://www.rightmove.co.uk/properties/128443457#/?channel=STU_LET,"Granby Terrace, Headingley, Leeds, LS6 3BB","**£90.00pppw BILLS EXCLUDED** READY TO LET FOR JULY 2023!!**- Bills Packages Available! sbliving are proud to present this 4 bedroom, 2 bathroom house in the popular Headingley area. The property is well positioned with many restaurants, bars and shops on your doorstep and with excellent acces...",1560.0,360.0,26/10/2022,"sbliving, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/70k/69662/128440976/69662_22960_IMG_00_0000_max_476x317.jpeg,4,house,"('53.8199652', '-1.5784292')",53.8199652,-1.5784292,,2606
6 bedroom terraced house,https://www.rightmove.co.uk/properties/128442428#/?channel=STU_LET,"Haddon Road, Burley","*** RENT £78ppp/wk - Available 1st July 2023, 6 Bed, 2 Bath. ***
 - Holding Fee is equivalent of 1 weeks rent per tenant. ",2028.0,468.0,26/10/2022,"HOP, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151778/128440754/151778_10154605_IMG_00_0000_max_476x317.jpeg,6,house,"('53.80809', '-1.5835023')",53.80809,-1.5835023,,2606
3 bedroom terraced house,https://www.rightmove.co.uk/properties/128442428#/?channel=STU_LET,"William Street, Leeds, West Yorkshire, LS6","**£98 P.P.P.W - 3 BED STUDENT PROPERTY** 3 DOUBLE BEDROOMS, 2 BATHROOMS, FULLY FURNISHED THROUGHOUT, SPACIOUS LIVING ROOM, SEPARATE KITCHEN. LOCATED IN CENTRAL HYDE PARK. NEUTRAL DECOR. LOCATED IN CENTRAL HYDE PARK",425.0,98.0,26/10/2022,"Leeds Prime Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/151k/150710/118534970/150710_William3Bed_IMG_00_0000_max_476x317.png,3,house,"('53.8114186', '-1.5713818')",53.8114186,-1.5713818,,2606
2 bedroom terraced house,https://www.rightmove.co.uk/properties/128441873#/?channel=STU_LET,"Beechwood Terrace, Leeds, West Yorkshire, LS4","Available 1st July 2023. 2 Bedroom student property. Rent: £140 PPPW BILLS INCLUDED. Double bedrooms equally sized. Fully furnished. Large living room furnished with 2 sofas, coffee table, large dining table. Separate kitchen. Located close to Burley Park train station.",607.0,140.0,26/10/2022,"Leeds Prime Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/151k/150710/118545269/150710_beechwoodnew_IMG_00_0000_max_476x317.png,2,house,"('53.8120414', '-1.580503')",53.8120414,-1.580503,,2606
5 bedroom house,https://www.rightmove.co.uk/properties/128441873#/?channel=STU_LET,"Bennett Road, Leeds, West Yorkshire, LS6",*£100 P.P.P.W - Newly refurbished 5 bedroom student property available in central Headingley*- Double bedrooms fully furnished -2 Bathrooms -Modern bespoke kitchen/diner -Spacious lounge -Prime location -Close to local amenities ,433.0,100.0,26/10/2022,"Leeds Prime Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/151k/150710/116620673/150710_18BennetRoad_IMG_04_0000_max_476x317.png,5,house,"('53.8205378', '-1.5772267')",53.8205378,-1.5772267,,2606
5 bedroom terraced house,https://www.rightmove.co.uk/properties/128441540#/?channel=STU_LET,Burley Lodge Terrace,"*** RENT £90ppp/wk - Available 1st July 2023, 5 Bed, 2 Bath. ***
- Holding Fee is equivalent of 1 weeks rent per tenant.    ",1950.0,450.0,26/10/2022,"HOP, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151778/128439935/151778_10158079_IMG_00_0000_max_476x317.jpeg,5,house,"('53.8057964', '-1.5711566')",53.8057964,-1.5711566,,2606
4 bedroom house,https://www.rightmove.co.uk/properties/128441540#/?channel=STU_LET,"Ashville Grove, Leeds, West Yorkshire, LS6","**£105 P.P.P.W - 4 BEDROOM STUDENT AVAILABLE FROM JULY 2023 ** -MODERN FULLY TILED KITCHEN WITH SEPARATE LIVING ROOM -FULLY FURNISHED -4 SPACIOUS DOUBLE BEDROOMS -PRIME LOCATION -MODERN PROPERTY -LOVELY KITCHEN/DINER -LOUNGE FURNISHED WITH LAMINATE FLOORING, SOFAS AND TV -CLOSE TO UNI",455.0,105.0,26/10/2022,"Leeds Prime Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/151k/150710/117098237/150710_ashvillegrove4bed_IMG_00_0000_max_476x317.png,4,house,"('53.8112075', '-1.576789')",53.8112075,-1.576789,,2606
5 bedroom house,https://www.rightmove.co.uk/properties/128441381#/?channel=STU_LET,"Ashville Road, Leeds, West Yorkshire, LS6","Available 1st July 2023. Rent: £110 P.P.P.W. 5 Bedroom spacious property located close to the co-op on Cardigan Road. Double bedrooms fully furnished. Modern white gloss kitchen. Large living room furnished with laminate flooring, sofas and Tv. 2 Bathrooms. Equal size rooms. Ideal student property",477.0,110.0,26/10/2022,"Leeds Prime Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/151k/150710/120416678/150710_AshRoad2022_IMG_00_0000_max_476x317.png,5,house,"('53.812084', '-1.5769998')",53.812084,-1.5769998,,2606
3 bedroom flat,https://www.rightmove.co.uk/properties/128441381#/?channel=STU_LET,"Wrangthorn Place, Leeds, West Yorkshire, LS6","**Available 1st July 2023** This 3 bedroom flat is located Close to uni. 10 minutes walking distance. Spacious property. 3 Spacious double bedrooms. Bespoke fitted furniture in all bedrooms. Cosy living room furnished with laminate flooring, sofas, tv and dining table. Separate kitchen",433.0,100.0,26/10/2022,"Leeds Prime Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/151k/150710/119695730/150710_3BedWrangthorn_IMG_00_0000_max_476x317.jpeg,3,flat,"('53.8125192', '-1.5666275')",53.8125192,-1.5666275,,2606
6 bedroom terraced house,https://www.rightmove.co.uk/properties/128440976#/?channel=STU_LET,"Hessle Mount, Leeds, West Yorkshire, LS6","Leeds Prime Properties are delighted to offer this luxury 6 bed en-suite student property available from 1st July 2022, 6 Double bedrooms furnished with modern fitted furniture all with en-suite facilities, open plan kitchen/diner. Recently refurbished to a high standard",542.0,125.0,26/10/2022,"Leeds Prime Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/151k/150710/99145517/150710_16hessleMount2022_IMG_65_0000_max_476x317.png,6,house,"('53.8118836', '-1.5707287')",53.8118836,-1.5707287,,2606
6 bedroom terraced house,https://www.rightmove.co.uk/properties/128440976#/?channel=STU_LET,"Hessle Place, Leeds, West Yorkshire, LS6",**£105 P.P.P.W - PRIME LOCATION** Spacious 6 bedroom property available from July 2023 located in central Hyde Park minutes away from the 24 hour Sainsburys on Brudenell Road.Ideal student property. BILLS INCLUDED OPTION AVAILABLE ,455.0,105.0,26/10/2022,"Leeds Prime Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/151k/150710/99143885/150710_7HESSLE_IMG_09_0000_max_476x317.jpeg,6,house,"('53.812229', '-1.5694404')",53.812229,-1.5694404,,2606
