title,link,address,description,price,price_weekly,date,seller,image,bed,type,lat_lon,lat,lon,sq_ft,nres
3 bedroom apartment,https://www.rightmove.co.uk/properties/128560919#/?channel=STU_LET,"Admiralty House, 150 Vaughan Way, E1W","An amazing three bedroom flat to rent in Wapping's exclusive development, E1W Situated in the heart of the capital, just moments from the extremely desirable St Katharine Docks, this destination offers apartments and penthouses with the finest level of residents' facilities,...",4225.0,975.0,today,"CBRE Residential, Docklands",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36789/128688968/36789_CAL180193_L_IMG_00_0000_max_476x317.jpeg,3,apartment,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
Studio apartment,https://www.rightmove.co.uk/properties/128560919#/?channel=STU_LET,"Gloucester Crescent, Primrose Hill, Nw1 ","Set within a period conversion this spacious and bright second floor studio is superbly located on one of the most desired roads within minutes´ walk to the green open spaces of Regents Park ,fashionable shops and cafes of the Primrose Hill and Primrose Hill Park at the heart of the vibrant...",1712.0,395.0,today,"Hotblack Desiato, Camden",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/44k/43709/128688869/43709_100250020316_IMG_00_0000_max_476x317.jpeg,studio,apartment,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
2 bedroom apartment,https://www.rightmove.co.uk/properties/128690789#/?channel=STU_LET,"Canal Mill Apartments, Laburnum Street, E2","Owned and managed by L&Q, we are proud to present this stunning two-bedroom, two-bathroom apartment. This apartment features an open plan kitchen and living area which leads out onto a private balcony, with two good sized bedrooms. The property is finished to a modern standard with a natural d&ea...",2225.0,513.0,today,"L&Q, Lettings",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/103k/102784/128686517/102784_11764985_IMG_00_0000_max_476x317.jpeg,2,apartment,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
1 bedroom flat,https://www.rightmove.co.uk/properties/128690789#/?channel=STU_LET,"The Circle, Queen Elizabeth Street, London, SE1","A stunning 2nd floor, 600 square foot apartment with 24 hour concierge and optional secure underground parking (additional rental fee), gym and swimming pool on the ground floor (for additional costs), 5 minute walk from the river, bars and tower bridge; 20 minute walk from the city and in the sough",2000.0,462.0,today,"Makeurmove.co.uk, National",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/62k/61700/128684522/61700_27810_IMG_00_0000_max_476x317.jpeg,1,flat,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
Studio flat,https://www.rightmove.co.uk/properties/128690618#/?channel=STU_LET,"Harrow Road, Westminster, London, W9","FREE GYM MEMBERSHIP. Students only! Room available within a shared student apartment, from September 2022. Premium location, just a 5-minute walk to Royal Oak station. Does it get any better than this? *This apartment comes with an additional £25pw utilities package* Apartme...",1700.0,392.0,today,"YPP, Sheffield",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/207k/206804/128684252/206804_CIT210025_L_IMG_00_0000_max_476x317.jpeg,studio,flat,"('51.5200487', '-0.1806909')",51.5200487,-0.1806909,,546
1 bedroom flat,https://www.rightmove.co.uk/properties/128690618#/?channel=STU_LET,"Ivor Place, Marylebone, London NW1","Bright and spacious, recently refurbished second (top) floor flat located close to Baker Street station and Regents Park. The property briefly comprises a light reception room with open-plan fitted kitchen, double bedroom complete with double fitted wardobes, shower room and entryphone system.",1993.0,460.0,today,"Alexanders Property Consultants, West Hampstead",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/69k/68260/127642889/68260_31836873_IMG_00_0000_max_476x317.jpeg,1,flat,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
Studio flat,https://www.rightmove.co.uk/properties/128689769#/?channel=STU_LET,"High Road, North Finchley, N12","A luxury studio apartment with high specification finishes throughout, a communal roof terrace and is located in the heart of North Finchley.",1200.0,277.0,today,"Home-Made UK Properties Limited, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/157k/156986/128681645/156986_KIN70137_IMG_00_0000_max_476x317.jpeg,studio,flat,"('51.6100921', '-0.1753739')",51.6100921,-0.1753739,,546
2 bedroom apartment,https://www.rightmove.co.uk/properties/128689769#/?channel=STU_LET,"Artillery Lane, London, E1","The Chant Group are delighted to bring you this spacious Two double bedroom apartment set in a fantastic central location which has just undergone a full referb.  Benefits include, Two double bedrooms with ample storage, bright and spacious lounge, Fully integrated Kitchen wit...",3575.0,825.0,yesterday,"The Chant Group, Bank",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/223k/222842/128676572/222842_25532557_IMG_00_0000_max_476x317.jpeg,2,apartment,"('51.5181541', '-0.0769904')",51.5181541,-0.0769904,,546
3 bedroom apartment,https://www.rightmove.co.uk/properties/128689403#/?channel=STU_LET,"Sandys Row, London, E1","We are delighted to bring you this newly refurbished three double bedroom apartment situated moments form Liverpool Street Station.Benefits include, three double bedrooms with ample storage, two modern bathrooms, bright and spacious lounge, fully fitted kitchen with integrat...",4767.0,1100.0,yesterday,"The Chant Group, Bank",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/223k/222842/128675891/222842_25532207_IMG_00_0000_max_476x317.jpeg,3,apartment,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
2 bedroom flat,https://www.rightmove.co.uk/properties/128689403#/?channel=STU_LET,"28 Stamford Brook Avenue, London, W6",GUIDE PRICE £2500 TO £3000.*AVAILABLE NOW*. A stunning two bedroom top floor apartment set within a beautiful period building overlooking Stamford Brook Common. The property is bright and spacious throughout and offers excellent fixtures and fittings.,2500.0,577.0,yesterday,"Cow & Co, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/192k/191477/128601695/191477_25523935_IMG_00_0000_max_476x317.jpeg,2,flat,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
2 bedroom flat,https://www.rightmove.co.uk/properties/128688968#/?channel=STU_LET,"Kempshott Road, London, SW16","GUIDE PRICE OF £1,500 TO £1,950 PCM. A two bedroom flat benefiting from bright, neutrally decorated living space with a contemporary layout and a great location on a popular road within close proximity of the shops and amenities of Streatham High Road. ",1500.0,346.0,yesterday,"Cow & Co, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/192k/191477/128368607/191477_25501589_IMG_00_0000_max_476x317.jpeg,2,flat,"('51.419016', '-0.1278828')",51.419016,-0.1278828,,546
2 bedroom flat,https://www.rightmove.co.uk/properties/128688968#/?channel=STU_LET,Drummond Street,"Recently refurbished this fantastic two-bedroom flat is set within a period building minutes to Warren Street Tube Station, Set on the first floor the property has two double bedrooms, modern fully tiled bathroom, mix of wood floors and carpets and neutral decor.",2578.0,595.0,yesterday,"Black Katz, Camden",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17888/128336381/17888_33538_IMG_00_0000_max_476x317.jpeg,2,flat,"('51.5262786', '-0.1396904')",51.5262786,-0.1396904,,546
1 bedroom apartment,https://www.rightmove.co.uk/properties/128688869#/?channel=STU_LET,"Cochrane Street, St Johns Wood, London, NW8","A beautifully presented one bedroom apartment, finished to a high standard conveniently situated close to St John's Wood Station.",2578.0,595.0,yesterday,"Victorstone, City Road",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77197/128673092/77197_VCT_VCT_LFSYCL_465_633194153_IMG_01_0000_max_476x317.jpeg,1,apartment,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
2 bedroom ground floor flat,https://www.rightmove.co.uk/properties/128688869#/?channel=STU_LET,Ambrose Avenue,"Reference: 4989# Presenting a refurbished flat to rent in Golders Green. The property is on Ambrose Avenue and comprises 2 bedrooms and a bathroom. Available from the 3rd of October, covering 661 sq. ft. in living space and situated on the first floor, this modern property is currently part-fur...",1985.0,458.0,yesterday,"Scraye, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/224k/223172/127999385/223172_632b491410f5fc0012b8fa17_IMG_16_0000_max_476x317.jpeg,2,flat,"('51.5771247', '-0.2045443')",51.5771247,-0.2045443,,546
2 bedroom apartment,https://www.rightmove.co.uk/properties/128686517#/?channel=STU_LET,Westcombe Park Road,"***Available from 21st of October, 2022*** A stunning 2 bed 1 bath converted garden flat recently modernised in the Vanbrugh Park Conservation Area. Huge exclusive garden going back over 100 ft and stretching double width across the adjoining property garden. Inclusive of all costs so its one ...",3000.0,692.0,yesterday,"River Habitat Estate Agents, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/9k/8154/117384542/8154_100975007244_IMG_00_0000_max_476x317.jpeg,2,apartment,"('51.4795694', '0.0092147')",51.4795694,0.0092147,,546
2 bedroom apartment,https://www.rightmove.co.uk/properties/128158442#/?channel=STU_LET,11 Bramham Gardens LONDON SW5,A luxury two double bedroom apartment has recently come available to let in the prestigious Bramham Gardens. Council Tax band is G.,3683.0,850.0,21/10/2022,"London Capital Homes, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/192k/191744/128158442/191744_RL3168_IMG_00_0000_max_476x317.jpeg,2,apartment,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
1 bedroom apartment,https://www.rightmove.co.uk/properties/128158442#/?channel=STU_LET,"St. George Wharf, Vauxhall",We are delighted to offer this magnificent one bedroom furnished apartment. The property comprises of a bright and spacious living area with patio doors leading out on to balcony and offering spectacular views across the River Thames. Open plan modern kitchen fully equipped with integrated appli...,2150.0,496.0,yesterday,"SAB - Saint Andrews Bureau Ltd, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/106k/105104/128667110/105104_103035003833_IMG_00_0000_max_476x317.jpeg,1,apartment,"('51.48565845', '-0.12601323279704263')",51.48565845,-0.12601323279704263,,546
Studio flat,https://www.rightmove.co.uk/properties/128667110#/?channel=STU_LET,Eton College Road,"Set within an imposing red brick mansion block (with porter), this fabulous ground floor studio flat offers a superb location moments from Primrose Hill and provides spacious and well-presented accommodation. The property also benefits from a separate kitchen and a large studio room.",1668.0,385.0,yesterday,"Black Katz, Camden",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17888/128666774/17888_26137_IMG_00_0000_max_476x317.jpeg,studio,flat,"('51.5447612', '-0.1560189')",51.5447612,-0.1560189,""">463",546
1 bedroom flat,https://www.rightmove.co.uk/properties/128667110#/?channel=STU_LET,"Southwell Gardens, South Kensington, SW7","A spacious one bedroom apartment located on the third floor of this period conversion on one of Gloucester Road`s prettiest and most popular streets. The property comprises of a beautiful open plan kitchen and living space with wooden flooring a, a separate bedroom, and a modern shower room. Loca...",1712.0,395.0,yesterday,"City Living London, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/67k/66707/128664401/66707_31917739_IMG_00_0000_max_476x317.jpeg,1,flat,"('51.4958651', '-0.1840739')",51.4958651,-0.1840739,""">463",546
Studio flat,https://www.rightmove.co.uk/properties/128666774#/?channel=STU_LET,"Collingham Place, South Kensington/Earls Court SW5",A well presented lower ground floor studio apartment on the sought after Collingham Place. The property comprises of modern kitchenette and a shower room. The fully furnished property is perfectly designed for students or young professional(s). Collingham Place is located in the heart of the high...,1560.0,360.0,yesterday,"City Living London, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/67k/66707/128664338/66707_31917733_IMG_00_0000_max_476x317.jpeg,studio,flat,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
Studio flat,https://www.rightmove.co.uk/properties/128666774#/?channel=STU_LET,"Southwell Gardens, South Kensington, SW7",A spacious studio apartment located on the first floor of this period conversion on one of Gloucester Road`s prettiest and most popular streets. The property comprises of a beautiful open plan living space with a kitchenette and wooden flooring with a separate shower room. The property further be...,1603.0,370.0,yesterday,"City Living London, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/67k/66707/128664227/66707_31917726_IMG_00_0000_max_476x317.jpeg,studio,flat,"('51.4958651', '-0.1840739')",51.4958651,-0.1840739,,546
3 bedroom property,https://www.rightmove.co.uk/properties/128664401#/?channel=STU_LET,"Playford Road, London, N4","We are delighted to bring you this spacious three double bedroom apartment situated just a short walk from Finsbury Park Overground & Underground Stations.Benefits include, three double bedrooms, two bathrooms (one en-suite) bright and spacious lounge, fully fitted kitchen wi...",3400.0,785.0,yesterday,"The Chant Group, Bank",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/223k/222842/128663801/222842_25531356_IMG_10_0000_max_476x317.png,3,property,"('51.5656058', '-0.1117493')",51.5656058,-0.1117493,,546
3 bedroom flat,https://www.rightmove.co.uk/properties/128664401#/?channel=STU_LET,"Stanhope Gardens, London","Lovely 3 Double Bedroom Garden Flat, Comes Comprising of 3 Double Bedrooms, Open Plan Area with a Fully Fitted Kitchen, Tiled Bathroom with Shower and W/C. Property has nice Laminate flooring throughout along with a neutral decor. Only 2 mins from Harringay Overground and 12 Minutes away from ...",2400.0,554.0,yesterday,"Tony Alan Estates, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/251k/250175/126553271/250175_101757001273_IMG_02_0000_max_476x317.jpeg,3,flat,"('51.4938562', '-0.1786377')",51.4938562,-0.1786377,,546
1 bedroom flat,https://www.rightmove.co.uk/properties/128664338#/?channel=STU_LET,"A-1004/2 New Lion Way, London, London SE17 1GT",Furnished one bedroom with City views - Available 9th December!,2700.0,623.0,yesterday,"Lendlease, Park Central East",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/239k/238448/128663003/238448_01t6F00000CYYDrQAP_IMG_00_0000_max_476x317.jpeg,1,flat,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
2 bedroom apartment,https://www.rightmove.co.uk/properties/128664338#/?channel=STU_LET,"Shoreditch High street , London , ec2a","We are delighted to bring you this spacious two double-bedroom apartment situated on the 16th floor of this stunning development.Benefits include, two double bedroom with ample storage, two modern bathrooms with floor-to-ceiling tiles, fully fitted kitchen with integrated applian...",3575.0,825.0,yesterday,"The Chant Group, Bank",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/223k/222842/128630684/222842_25528611_IMG_00_0000_max_476x317.jpeg,2,apartment,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
1 bedroom apartment,https://www.rightmove.co.uk/properties/128664227#/?channel=STU_LET,"Loudoun Road, St Johns Wood, London, NW8","A charming one bedroom apartment, finished to a high standard, conveniently located close to St John's Wood Station. This exceptional property benefits from a generously sized bedroom, a modern fully fitted kitchen including appliances, ample living space and a contemporary bathroom.",2383.0,550.0,yesterday,"Victorstone, City Road",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77197/128660252/77197_VCT_VCT_LFSYCL_465_633193545_IMG_00_0000_max_476x317.jpeg,1,apartment,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
1 bedroom apartment,https://www.rightmove.co.uk/properties/128664227#/?channel=STU_LET,"Sidon Apartments, Acton Gardens, W3","L&Q are delighted to present Sidon Apartments,a one bedroom apartment to rent in Acton Gardens through L&Q’s Private Rent Scheme.These stunning one bedroom apartments are finished to a high standard , the apartment possess a good sized well-appointed master bedroom with a built in wardr...",1575.0,363.0,yesterday,"L&Q, Lettings",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/103k/102784/128659541/102784_11218646_IMG_00_0000_max_476x317.jpeg,1,apartment,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
6 bedroom detached house,https://www.rightmove.co.uk/properties/128663801#/?channel=STU_LET,"Sherwood Road, London, NW4","Stunning Remodelled Detached property in the heart of Hendon. This outstanding property comprises 2 large reception rooms, 6 spacious bedrooms, 4 bathrooms (2 en suites), uniquely designed conservatory-style modern fully fitted kitchen and a beautifully landscaped rear garden. Further comprise...",5450.0,1258.0,yesterday,"Aldermartin Baines & Cuthbert, Hendon",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77804/128659628/77804_25348546_IMG_00_0000_max_476x317.jpeg,6,house,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
2 bedroom flat,https://www.rightmove.co.uk/properties/128663801#/?channel=STU_LET,"Mast Quay, London, SE18",A superb bright and airy two double bedroom flat situated on the 12th floor with a private balcony overlooking the River Thames. It also benefits from an en suite bathroom and ample living space in a very modern and stylish development. Fantastic for students or professional sharers.,1845.0,426.0,yesterday,"Penham Portfolio Management, Barnes",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76057/126017909/76057_10042Mizzen_IMG_02_0000_max_476x317.jpeg,2,flat,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
Studio flat,https://www.rightmove.co.uk/properties/126553271#/?channel=STU_LET,Camden Road,"Ideally located and recently refurbished this modern studio has wood floors, modern fully fitted kitchen and neutral decor throughout. Camden Tube and Camden Market are within a stones throw.",1473.0,340.0,yesterday,"Black Katz, Camden",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17888/128656343/17888_32308_IMG_00_0000_max_476x317.jpeg,studio,flat,"('51.5419498', '-0.1395276')",51.5419498,-0.1395276,,546
3 bedroom flat,https://www.rightmove.co.uk/properties/126553271#/?channel=STU_LET,"Merchant Square, Paddington","Impressive three double bedroom apartment, set within this secure development in the Paddington Basin",6478.0,1495.0,yesterday,"Hanley Estates Ltd, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/73k/72329/128655944/72329_2208_IMG_00_0000_max_476x317.jpeg,3,flat,"('51.5193093', '-0.172755')",51.5193093,-0.172755,,546
Studio flat,https://www.rightmove.co.uk/properties/128663003#/?channel=STU_LET,"Gloucester Crescent, Primrose Hill, NW1","A modern and spacious studio apartment in Primrose Hill, close to Regent’s Park, within close proximity to Camden Town and Mornington Crescent Stations.",1711.0,395.0,yesterday,"Victorstone, City Road",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77197/128653046/77197_VCT_VCT_LFSYCL_465_633194086_IMG_00_0000_max_476x317.jpeg,studio,flat,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,""">539",546
Studio flat,https://www.rightmove.co.uk/properties/128663003#/?channel=STU_LET,"Cartwright Gardens, Bloomsbury, London, WC1H","UTILITY BILLS INCLUDED. Exceptional studio apartment inclusive of bills ( electricity, water and heating), located in a well-maintained recently refurbished period property, overlooking an attractive garden square. Modern and clean studio with fully fitted kitchen and private shower/wc.",2340.0,540.0,yesterday,"Victorstone, City Road",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77197/128650298/77197_VCT_VCT_LFSYCL_465_633194058_IMG_00_0000_max_476x317.jpeg,studio,flat,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,""">539",546
5 bedroom apartment,https://www.rightmove.co.uk/properties/128630684#/?channel=STU_LET,Park Road London NW8,"A newly refurbished, five-bedroom apartment located in a prestigious mansion building offering fabulous views over Regents Park.",8082.0,1865.0,yesterday,"Cluttons, Hyde Park - Lettings",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/58k/57058/128650160/57058_P211078_IMG_00_0000_max_476x317.jpeg,5,apartment,"('51.5335076', '-0.16983245438030842')",51.5335076,-0.16983245438030842,,546
2 bedroom apartment,https://www.rightmove.co.uk/properties/128630684#/?channel=STU_LET,"Lionel Road South, Brentford, Middlesex, TW8",BRAND NEW! | Free Wi-Fi | Pet-friendly | Co-working space | Residents Lounge | Onsite Team | Zero-deposit option | Event calendar |Three Roof Terraces | 2-minute walk to Kew Bridge Station | Free Residents Gym Coming Soon |,2300.0,531.0,yesterday,"Apo, Kew Bridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/81k/80388/128649713/80388_F241_IMG_01_0000_max_476x317.jpeg,2,apartment,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
3 bedroom apartment,https://www.rightmove.co.uk/properties/128660252#/?channel=STU_LET,"Thomas Layton Way, Brentford, Middlesex, TW8",BRAND NEW! | Free Wi-Fi | Pet-friendly | Co-working space | Residents Lounge | Onsite Team | Zero-deposit option | Event calendar |Three Roof Terraces | 2-minute walk to Kew Bridge Station | Free Residents Gym Coming Soon|,3000.0,692.0,yesterday,"Apo, Kew Bridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/81k/80388/128649464/80388_G820_IMG_00_0000_max_476x317.jpeg,3,apartment,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
Studio flat,https://www.rightmove.co.uk/properties/128660252#/?channel=STU_LET,Chatsworth Road,"Reference: 5586# A bright, spacious studio in Willesden Green. The bed/living room comes with a double bed, table, and closets for storage. The kitchen area comes with a variety of appliances and storage. The flat also comes with an en-suite bathroom with a shower. All bills are included except...",1568.0,362.0,yesterday,"Scraye, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/224k/223172/128649287/223172_635c0092b0213f00125d1ff4_IMG_03_0000_max_476x317.jpeg,studio,flat,"('51.5517549', '-0.0438955')",51.5517549,-0.0438955,,546
2 bedroom apartment,https://www.rightmove.co.uk/properties/128659541#/?channel=STU_LET,"Sailmakers Court, William Morris Way, Fulham, London, SW6","A bright and spacious two bedroom apartment within this well maintained development, conveniently located close to Imperial Wharf Station and within close proximity to local amenities.",3250.0,750.0,yesterday,"Victorstone, City Road",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77197/128648633/77197_VCT_VCT_LFSYCL_465_633193895_IMG_00_0000_max_476x317.jpeg,2,apartment,"('51.5073219', '-0.1276474')",51.5073219,-0.1276474,,546
2 bedroom apartment,https://www.rightmove.co.uk/properties/128659541#/?channel=STU_LET,"Boat Lifter Way, London, SE16","Set in the enviable modern waterside location of South Dock Marina is this spacious two bedroom apartment, the property compromises of: Hallway with storage cupboards, spacious living area with access to the balcony with views of the marina, serrate kitchen with integrated appliances and plent...",2150.0,496.0,yesterday,"John D Wood & Co, Docklands & City, Docklands & City",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/48k/47285/128603771/47285_25524161_IMG_00_0000_max_476x317.jpeg,2,apartment,"('51.4928923', '-0.0381004')",51.4928923,-0.0381004,,546
